included_for_analysis,start_date,progress,duration,finished,informed_consent,fruit_answer,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,control_engagement_1,control_engagement_2,control_description,proximal_engagement_1,proximal_engagement_2,proximal_description,distal_engagement_1,distal_engagement_2,distal_description,concerned,serious_impact,likely,relative_importance,mitigation_intention_1,mitigation_intention_2,mitigation_intention_3,mitigation_intention_4,mitigation_intention_5,mitigation_intention_6,mitigation_intention_7,policy_support_1,policy_support_2,policy_support_3,policy_support_4,PD_1,PD_2,PD_3,PD_4,math,PD_5,PD_6,PD_7,PD_8,efficacy_1,efficacy_2,efficacy_3,efficacy_4,experience,damage_1,damage_2,age,gender,gender_text,race,ethnicity,education,fossil_fuel,zip_code,zip_code_duration,political_party,political_party_text,political_scale,condition
0,3/29/23 12:58,100,175,1,1,5,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,,,,11,11,Not to sure,,,,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,,,6,2,,1,1,2,3,78210,2021,3,,4,proximal
2,3/16/23 16:37,100,680,1,1,5,5,3,2,6,5,7,6,7,6,3,2,3,3,4,3,,,,11,9,liberal elite trash to deceive and scare for profiteering,,,,1,1,1,1,5,4,1,2,2,3,2,2,1,1,1,3,1,1,1,5,4,2,4,3,3,1,1,1,1,4,5,8,2,,7,2,3,3,76180,2006,3,,6,proximal
0,3/29/23 19:25,100,121,1,1,5,5,4,6,2,5,3,5,5,5,6,4,4,5,7,3,,,,12,8,It’s about climate change ,,,,6,7,6,5,4,5,3,4,3,3,3,2,3,3,3,3,4,5,2,4,3,3,3,4,3,4,1,3,2,,,4,2,,1,2,2,3,75482,2019,1,,6,proximal
2,3/18/23 13:33,100,684,1,1,5,2,4,4,5,5,5,7,5,6,4,2,4,5,5,4,,,,8,8,Climate change is complete fucking bullshit.,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,5,1,1,1,1,1,1,1,1,8,1,,1,2,5,3,77061,2023,1,,6,proximal
2,3/27/23 11:40,100,684,1,1,5,3,2,3,7,2,3,7,7,6,7,4,4,4,5,3,,,,10,8,Biased and not scientifically based in history or on facts. The so-called ‘Green Movement’ has devolved into a fanatical cult filled with self-righteous lunatics!!!,,,,1,1,1,1,5,1,1,1,2,2,1,1,1,1,1,3,1,1,1,5,5,1,5,3,1,1,1,1,1,1,3,9,1,,1,2,3,3,76053,1986,1,,7,proximal
0,3/29/23 20:42,100,153,1,1,5,4,6,7,4,5,6,6,4,5,5,6,4,3,4,6,9,11,I love you stinkabutt ,,,,,,,4,6,2,4,3,3,2,4,4,2,4,2,2,4,3,3,3,4,4,4,4,2,3,5,3,3,3,2,1,4,3,5,2,,2,2,6,3,78660,2014,4,,4,control
2,3/14/23 8:50,100,693,1,1,5,6,6,7,7,7,6,7,7,5,6,1,4,3,2,2,,,,12,11,Because of climate issues our weather is getting worse and a bit more critical. Storms like we've never had before are becoming a normal thing. Look at the hurricane Imelda. Something that has never happened before to now. ,,,,6,7,6,5,3,4,1,3,5,3,4,5,4,5,4,2,3,5,5,5,2,2,1,2,4,4,5,5,1,3,5,5,2,,"1,6",1,3,3,78521,1990,4,,5,proximal
2,4/2/23 8:23,100,695,1,1,5,6,6,7,7,7,7,7,6,6,4,6,2,5,5,5,,,,11,10,that future weather events are going to be more intense due to global warming,,,,5,6,4,6,2,4,1,1,3,2,4,4,5,5,3,2,2,4,4,5,1,2,2,3,3,3,4,4,2,,,9,1,,1,2,2,3,79413,12,3,,4,proximal
2,3/27/23 19:00,100,697,1,1,5,1,4,5,6,4,5,5,7,5,4,4,4,5,5,3,,,,9,10,Fake news and stupidity,,,,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,5,5,3,5,1,1,1,1,1,1,1,3,8,1,,1,2,2,3,76310,1972,3,,4,proximal
2,3/14/23 9:51,100,714,1,1,5,4,4,4,4,5,7,7,6,6,4,4,4,5,6,5,,,,11,9,Hurricane Imelda was severe and the article implies climate change is to blame.,,,,2,2,1,1,5,4,1,2,4,2,2,1,2,1,1,4,4,2,2,5,4,4,4,3,2,2,2,2,1,1,3,9,1,,1,2,3,3,76712,2008,3,,5,proximal
2,3/14/23 8:13,100,715,1,1,5,4,3,5,6,7,7,7,7,6,4,4,4,5,6,5,,,,11,10,"Climate change is an impact to all of us, changes are happening drastically with a devastating impact.",,,,4,6,5,6,4,3,3,3,5,2,4,4,3,4,3,3,2,4,4,5,2,3,3,3,4,4,3,4,2,,,6,2,,1,1,4,3,78407,1990,3,,4,proximal
2,3/17/23 16:53,100,718,1,1,5,5,5,7,7,7,7,7,7,7,3,4,5,6,6,5,,,,12,12,Climate change will continually more intense natural disasters affecting property and life ,,,,7,7,4,5,3,5,1,1,3,2,5,4,5,5,4,2,4,4,4,5,2,4,2,3,2,4,5,5,1,2,6,9,2,,2,2,4,3,76018,2022,4,,7,proximal
0,3/29/23 22:30,100,303,1,1,5,7,1,4,3,5,2,5,4,5,5,4,5,4,5,2,,,,,,,9,10,"The unprecedented destructive.
Big made impact of Cyclone Idai was largely caused by climate",4,4,4,3,5,3,4,3,3,3,2,3,2,2,2,3,4,2,2,3,2,4,4,2,3,4,3,3,2,,,7,1,,2,2,2,3,76051,1999,3,,3,distal
2,4/1/23 20:07,100,720,1,1,5,6,6,7,7,7,7,7,7,6,5,5,6,5,4,5,,,,12,12,Climate change is a major factor in more severe weather.,,,,7,7,5,4,3,4,1,1,1,5,4,4,3,5,3,1,2,5,5,5,1,1,1,2,4,4,4,4,1,1,1,10,1,,1,2,6,3,75205,1948,3,,4,proximal
2,3/27/23 21:18,100,723,1,1,5,7,6,7,6,6,6,6,6,5,3,5,4,6,6,6,,,,12,12,"Climate change is real and effecting this world, an example is the hurricane that hit Texas recently and was more catastrophic than others because of climate change and more like it can happen. ",,,,7,7,6,6,4,4,2,4,3,3,4,4,4,3,4,3,4,4,4,5,2,3,2,3,4,4,4,4,2,,,5,2,,1,2,2,3,75656,2000,3,,4,proximal
2,3/14/23 9:16,100,736,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,,,,12,12,Well what I would say is climate change is a big factor in that I wish that things could get better than we don't have to have climate change cuz there's so many lives has been lost so many people have died and so I just pray to God that climate change could get better,,,,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,1,1,5,5,5,5,5,2,,,8,2,,2,2,5,3,75042,2018,4,,1,proximal
2,3/27/23 13:01,100,749,1,1,5,3,3,5,6,4,6,5,5,3,6,7,5,4,5,7,,,,12,12,Thank goodness for your prayers today and prayers today for you all blessings blessings to everyone and blessed blessings everyone lord lord amen ,,,,5,6,5,4,4,5,4,4,4,4,2,4,3,4,2,4,4,5,5,5,3,5,4,2,5,4,5,4,1,6,3,4,2,,2,2,4,3,33186,2020,4,,3,proximal
0,3/27/23 11:10,100,124,1,1,5,5,3,5,6,4,3,5,5,5,5,6,3,4,5,5,,,,10,11,Lazy,,,,4,4,3,2,2,3,3,2,1,2,2,2,2,2,2,2,3,4,3,5,4,3,2,3,4,2,3,3,1,3,3,6,2,,1,1,5,3,78258,2010,3,,1,proximal
0,3/27/23 11:05,100,671,1,1,5,6,4,4,4,4,7,7,7,7,7,2,4,2,2,4,,,,10,8,"This survey is boring, bordering on inane.",,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,4,4,1,,1,2,5,3,77092,2001,5,anti-socialist,4,proximal
2,3/19/23 12:41,100,750,1,1,5,7,6,4,6,5,5,5,7,4,3,6,3,6,5,6,,,,12,12,Climate change is upon us and hopefully we will gradually begin to use fewer fossil fuels. ,,,,7,7,6,6,4,2,2,5,1,5,3,4,5,5,5,1,1,5,4,5,1,1,1,5,5,5,5,5,1,2,2,10,1,,1,2,6,3,75077,2010,4,,3,proximal
2,3/14/23 8:21,100,759,1,1,5,5,5,6,7,4,5,7,7,5,3,1,4,6,5,5,,,,12,12,"Hurricane Imelda devastated Texas with flooding, loss of life and possessions ALL due to climate change.",,,,6,6,7,7,2,2,1,2,4,2,5,3,2,5,3,1,1,4,5,5,1,1,1,2,4,3,4,5,2,,,9,2,,1,2,3,3,75081,2020,3,,4,proximal
0,3/30/23 21:04,100,707,1,1,5,6,6,6,7,6,6,7,7,5,5,5,6,5,5,5,,,,,,,11,11,What do you think,5,5,5,3,5,3,2,2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,,,5,2,,1,1,2,3,79339,2005,3,,4,distal
0,3/31/23 12:17,100,246,1,1,5,4,4,5,3,3,6,3,3,5,2,5,1,5,3,3,11,9,Rdfhf,,,,,,,5,7,3,4,5,2,3,3,3,3,3,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,5,2,,,4,4,,6,1,1,3,75011,2011,5,,7,control
0,3/31/23 15:29,100,289,1,1,5,6,5,6,5,4,4,6,4,7,4,6,4,5,5,7,,,,,,,12,10,Actually not that boring of a time ,4,4,5,4,3,4,4,3,4,4,3,4,4,4,5,5,3,4,3,4,4,4,5,5,5,4,5,5,1,6,6,6,1,,"1,5",1,5,2,77619,2017,4,,2,distal
0,3/31/23 18:47,100,260,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,10,Severe weather is an increasing problem ,,,,,,,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,2,2,6,2,,"1,3",2,3,3,77550,2019,1,,5,control
0,3/31/23 21:12,100,181,1,1,5,4,4,3,4,5,4,4,4,5,4,4,4,4,5,3,,,,10,10,No.,,,,4,4,4,4,3,2,2,2,3,3,4,2,4,3,3,4,3,4,3,4,3,4,4,4,3,3,3,4,1,2,3,4,2,,1,2,4,3,77590,2002,4,,4,proximal
2,3/14/23 8:11,100,773,1,1,5,7,4,5,7,6,6,7,7,6,4,6,7,6,7,5,,,,11,12,The the climate change is have a big effect on the weather now these days ,,,,6,7,5,5,4,3,3,4,4,4,4,5,4,5,5,4,4,5,5,5,5,4,3,5,5,4,5,3,2,,,6,1,,6,1,2,3,78414,2022,4,,1,proximal
2,3/17/23 0:22,100,797,1,1,5,7,7,7,7,7,7,7,7,5,2,7,4,7,4,7,,,,12,12,I'm not a very well talker. But I'd tell them to look at history and then read the report on imelda,,,,7,7,7,7,1,5,3,3,5,3,5,5,5,5,5,3,2,3,4,5,1,3,1,3,5,5,3,5,2,,,7,2,,1,2,2,3,76085,2000,1,,4,proximal
2,4/2/23 9:00,100,802,1,1,5,6,6,7,7,5,7,7,7,6,5,6,5,5,7,5,,,,10,11,Explanning climate  is difficult.,,,,6,6,5,6,3,4,2,4,2,1,4,4,4,4,3,3,3,3,3,5,3,3,3,3,3,3,3,3,2,,,6,2,,2,2,4,3,76004,2014,4,,4,proximal
0,4/1/23 2:13,100,264,1,1,5,7,6,7,2,7,7,7,7,7,7,7,7,4,7,6,,,,11,10,Not available,,,,1,2,1,1,2,1,2,2,2,3,2,2,2,3,1,2,2,2,2,1,4,4,2,4,4,3,3,3,2,,,6,2,,6,1,2,"2,3",76801,1981,5,,6,proximal
0,4/1/23 2:07,100,731,1,1,5,6,4,7,5,7,7,7,7,5,5,5,3,5,7,5,10,10,"I would say, we need to be more aware of forest fires and preserve the wildlife. ",,,,,,,6,4,1,4,2,4,3,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,6,6,2,,2,2,3,3,77021,2001,4,,4,control
2,3/14/23 8:46,100,806,1,1,5,7,5,7,7,7,7,6,6,5,5,5,3,3,2,3,,,,12,12,"Climate change is actually real and is playing havoc with atmospheric conditions. Storms, hurricanes, and tornadoes are getting worse and will continue to due so. Maybe if we can stop polluting the air we can reverse some of this.",,,,7,7,7,7,3,2,1,1,5,4,3,5,5,5,5,1,1,5,5,5,1,2,1,5,4,3,4,5,2,,,9,2,,1,2,3,3,78626,2013,4,,1,proximal
2,3/27/23 13:45,100,816,1,1,5,6,6,6,7,5,6,6,7,5,4,6,2,3,6,5,,,,11,9,They want to blame everything on climate change,,,,1,1,1,1,5,3,1,1,5,2,3,4,2,3,3,3,2,1,2,5,4,1,4,3,2,2,2,3,2,,,8,2,,1,2,2,3,75442,2003,1,,7,proximal
2,3/13/23 8:03,100,817,1,1,5,7,7,7,7,7,7,7,7,7,4,6,4,5,7,6,,,,12,12,"These paragraphs tells of the extreme weather events and the effects it has on millions of people. Heavy rainfalls, severe hurricanes and cyclones, floods, fires, and prolonged heat as a result of climate change.",,,,5,7,5,6,5,3,2,4,4,5,5,5,3,5,5,1,2,5,5,5,3,2,3,4,4,5,3,5,1,2,5,8,2,,1,2,3,3,76067,1980,3,,4,proximal
2,3/14/23 22:56,100,847,1,1,5,6,5,7,7,7,7,7,7,7,7,7,7,7,5,7,,,,12,12,Hurricane Imelda struck Texas in 2019 leaving the state in complete devastation.,,,,7,7,5,7,1,2,2,3,1,5,2,5,2,5,5,3,2,4,2,5,4,2,3,4,5,4,5,5,1,5,5,8,2,,2,2,3,3,77521,2018,4,,5,proximal
0,4/1/23 16:20,100,257,1,1,5,4,7,7,7,7,7,6,7,5,7,7,5,7,7,7,,,,9,11,I don't know,,,,5,7,6,4,4,3,3,2,2,3,3,3,3,2,2,3,3,3,4,3,3,4,3,3,3,3,3,3,2,,,6,2,,1,2,3,3,79830,2022,5,,4,proximal
0,3/14/23 13:13,100,866,1,1,5,6,6,6,7,7,7,7,7,6,5,5,5,6,5,5,,,,12,12,"We should be more careful with what we do , and help  the people who are working  to change the ",,,,7,7,7,7,4,4,4,3,5,4,5,5,5,5,5,5,2,5,5,5,2,5,1,5,4,4,4,4,2,,,10,1,,1,1,5,3,79903,1953,4,,4,proximal
2,3/14/23 8:41,100,879,1,1,5,5,3,3,5,6,6,5,6,6,4,4,5,3,4,2,,,,11,11,Weather changes are becoming worse due to climate change. ,,,,5,6,5,6,3,3,2,3,2,1,4,4,3,4,4,2,2,4,5,5,2,3,2,4,4,5,4,4,2,,,6,2,,2,2,4,3,75154,2016,4,,3,proximal
2,3/14/23 10:02,100,888,1,1,5,5,5,4,6,4,4,7,7,5,5,5,4,5,5,5,,,,9,10,"i would tell them that the world and life in general is in a bad way and that we are in the latter days as the BIBLE teachs. there will be wars and rumors of wars, men with turn to men and women will turn to women (homosexuallity). these things are happening because we are excluding GOD from our lives. there are going to be some really bad times ahead and then real peace for some time and then the judgement. ",,,,1,7,7,1,1,3,1,1,3,3,4,2,1,2,2,1,2,5,5,5,1,1,2,3,3,3,3,3,2,,,10,1,,1,2,2,3,76571,1990,1,,6,proximal
2,3/29/23 22:24,100,897,1,1,5,7,5,5,7,7,6,7,7,7,7,5,4,3,5,5,,,,12,12,Climate change is causing extreme weather change. Like heavy rainfall and hurricanes. In 2019 hurricane Imelda hit Texas and it affected millions of people. Researchers found that Imelda was stronger than other hurricanes and mire storms like Imelda are likely to happen because of climate change.,,,,5,7,6,5,3,4,2,3,4,4,4,3,2,3,2,1,2,4,4,5,1,1,1,4,4,4,4,4,2,,,6,2,,1,1,2,3,78214,2001,5,,5,proximal
0,4/1/23 18:30,100,757,1,1,5,6,6,5,5,6,6,6,6,5,4,6,5,6,6,5,10,11,N/a,,,,,,,5,4,5,5,2,4,1,4,3,3,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,1,5,4,5,2,,2,1,4,3,76542,2020,4,,3,control
2,3/18/23 1:20,100,907,1,1,5,6,5,6,7,7,7,7,7,7,4,5,6,6,7,7,,,,12,11,I would say that climate change is causing more natural disasters and loss of life.,,,,7,7,7,7,4,4,1,1,3,2,4,3,3,3,4,2,2,4,4,5,2,2,3,4,4,4,5,4,1,5,5,7,2,,2,2,4,3,75034,2019,5,,3,proximal
0,3/27/23 18:47,100,802,1,1,5,5,7,6,6,6,7,7,7,7,6,5,7,5,6,4,,,,12,12,We are all equal and no one is greater than the other as a team we are only as strong as our weakest person,,,,5,5,6,5,4,3,4,4,1,2,4,4,2,4,3,2,1,4,4,5,2,2,2,3,3,2,4,2,2,,,8,2,,2,2,3,3,76205,2016,1,,5,proximal
0,4/1/23 19:47,100,147,1,1,5,7,5,6,6,7,6,6,7,6,6,6,5,6,6,5,,,,,,,8,10,I would say it’s about flooding.,7,7,7,7,4,3,4,5,4,4,4,4,4,5,3,4,4,4,3,1,3,4,3,4,3,4,5,3,2,,,6,2,,6,1,3,"2,3",76209,2021,3,,1,distal
1,3/27/23 18:53,100,661,1,1,5,7,4,7,7,6,7,4,5,5,2,4,4,5,4,4,,,,12,12,News,,,,7,7,5,5,5,1,1,1,1,1,5,5,5,5,5,1,1,5,5,5,3,3,3,3,5,5,5,5,2,,,6,1,,1,2,6,3,77591,2019,4,,3,proximal
0,4/1/23 20:39,100,299,1,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,,,,,,,10,10,Cyclone hit Africa,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,8,1,,1,2,3,3,76014,2022,3,,4,distal
2,3/14/23 8:19,100,912,1,1,5,7,6,7,7,7,7,7,7,7,7,7,6,6,6,7,,,,12,11,"Climate change has a great impact on our biosphere/world, it’s impacting the world with heavy rainfall, extreme and prolonged heat leading to catastrophic fires, and more frequent and severe hurricanes and cyclones. If no changes are made we can continue to loose more lives, destruction of buildings and impacting our economy just look at the last hurricanes we have had like Imelda; there is a ton of research out there that can backup this information:  ",,,,5,6,6,6,4,4,1,4,2,2,4,4,1,3,4,1,4,4,5,5,1,1,1,2,5,5,5,5,1,2,2,7,2,,1,1,5,2,78520,1982,1,,4,proximal
0,3/27/23 19:09,100,544,1,1,5,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,,,,10,10,Describing how the United States work.,,,,4,5,4,6,4,3,2,3,4,1,4,3,1,4,1,3,4,4,1,5,4,4,4,3,4,3,2,4,1,4,5,4,2,,1,2,1,2,77377,2020,1,,4,proximal
2,4/3/23 1:23,100,923,1,1,5,5,6,5,5,4,5,7,7,6,6,5,2,4,5,6,,,,11,8,Climate change is a natural cycle of nature. Any human intervention in weather and climate are not truely productive ,,,,1,3,4,1,3,4,2,2,2,5,2,1,1,1,1,3,2,4,3,5,4,3,3,3,2,2,1,1,1,5,6,9,1,,1,2,5,3,76117,2017,3,,5,proximal
2,4/1/23 12:01,100,931,1,1,5,6,5,7,7,7,7,7,7,6,5,3,5,5,6,4,,,,12,10,Hurricanes can cause serious damage to the earth due to climate change,,,,7,7,7,7,5,3,1,3,4,3,1,3,3,3,3,2,3,4,4,5,1,1,1,4,3,3,3,3,2,,,4,2,,6,1,3,3,28747,2003,1,,4,proximal
2,3/19/23 3:21,100,977,1,1,5,7,7,7,7,7,7,7,7,7,7,5,4,7,7,7,,,,10,10,They were talking about the tragedies and the real damages of hurricanes and covid and just the economy of the world,,,,1,7,3,1,5,1,1,3,1,1,3,5,5,5,3,3,3,4,5,5,1,3,3,3,3,3,3,1,2,,,7,2,,2,2,1,3,76055,1977,3,,4,proximal
2,3/13/23 8:14,100,990,1,1,5,5,4,6,7,7,7,7,6,7,4,6,4,6,7,5,,,,12,12,"The climate change  is making disasters in our word, health and economy,  and they are getting stronger ",,,,7,7,7,7,2,4,3,4,1,5,5,3,4,4,4,1,1,5,5,5,1,1,1,5,5,5,5,5,1,5,6,4,2,,1,1,3,3,75231,3,4,,4,proximal
2,3/14/23 8:14,100,995,1,1,5,4,4,5,6,6,6,5,6,5,4,5,4,5,5,5,,,,11,10,Hurricane in 2019 destroyed homes and caused devastation to areas. It happened from climate change ,,,,4,5,7,4,3,3,5,5,4,3,4,4,4,3,4,3,4,4,3,5,2,3,2,3,4,4,3,3,1,5,5,7,2,,1,2,2,3,78410,2017,1,,3,proximal
2,3/17/23 10:59,100,1007,1,1,5,5,5,7,7,6,6,7,7,6,5,4,5,6,4,5,,,,12,12,Hurricane Imelda’s destructive power was a direct result of climate change. The gulf water was warmer than expected and increased the strength of the storm causing more damage. Climate change is going to cause more storms to be even worse and more damage ,,,,7,7,7,5,2,5,1,1,1,1,4,5,5,5,4,1,1,5,5,5,1,1,1,5,5,5,5,5,1,3,2,9,1,,1,2,4,3,77449,2016,4,,2,proximal
0,4/2/23 9:22,100,298,1,1,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,12,12,"The paragraph is basically talking about how climate change has led to severe weather incidents, which have been shown in recent years to have adversely affected people's lives. ",,,,,,,6,7,5,6,4,2,1,1,1,1,4,4,4,4,4,2,1,4,4,1,1,3,3,4,5,5,5,5,1,3,3,5,2,,1,2,3,3,78404,2020,3,,3,control
2,3/14/23 8:15,100,1050,1,1,5,7,7,7,7,7,7,7,7,7,4,6,2,7,7,5,,,,12,11,"Due to climate change, extreme weather has become, worse and more damaging than in previous years. This will continue as long as climate change is not addressed properly ",,,,7,7,5,7,3,4,3,4,2,1,5,5,3,5,4,1,3,5,5,5,1,1,3,3,4,4,5,5,1,4,5,6,2,,1,1,2,3,77082,2003,4,,4,proximal
2,4/1/23 19:29,100,1065,1,1,5,7,7,7,7,7,7,7,7,6,5,5,7,5,6,5,,,,9,8,All of the climate change issue is complex. It is reasonable to agree. ,,,,7,7,7,7,5,5,1,2,2,1,2,5,4,5,3,2,1,5,5,5,1,3,2,5,5,5,5,5,1,3,4,9,1,,1,2,2,3,75172,2022,4,,4,proximal
2,3/15/23 18:19,100,1072,1,1,5,7,7,7,7,7,7,6,6,5,2,3,3,7,6,7,,,,11,12,"I’ve noticed over the years that our weather patterns are changing, especially here in Texas. Our summers are hotter and longer, winters are shorter, more extreme, and coming later. We’ve always had hurricane season, but now we have tornadoes more often, record highs and record lows. 
When I first moved to Texas in the 80’s, it was a toss up if Halloween was going to be hot or cold. That’s now shifted to Christmas. We didn’t have hard freezes every winter. This is extremely concerning.",,,,7,7,7,7,5,5,3,3,1,4,5,5,5,5,4,1,1,5,5,5,1,1,1,5,4,4,4,5,1,3,5,7,2,,1,2,5,2,78723,2000,3,,1,proximal
2,3/28/23 9:04,100,1075,1,1,5,7,7,7,7,7,7,7,7,7,7,5,1,5,6,7,,,,10,10,The ipcc think that climate change is happening because of the more frequent catastrophic fires and hurricanes that have been occurring in various locations across the United States.. They predict that more intense hurricanes will happen in the future. ,,,,3,4,2,1,4,4,1,5,4,4,3,5,2,4,3,3,3,2,3,5,3,3,3,1,3,3,3,3,2,,,5,2,,"1,4",2,2,3,79602,2020,3,,5,proximal
2,3/18/23 17:03,100,1077,1,1,5,7,6,6,7,5,6,7,7,6,5,2,2,5,4,4,,,,11,9,realy bad storms have been happening sense the begining of time and will continue no matter what mankind does,,,,1,1,4,1,5,1,1,1,3,1,1,1,1,1,1,3,1,3,3,5,3,3,3,3,1,1,1,1,1,3,4,10,1,,1,2,3,3,79720,2001,1,,7,proximal
2,3/17/23 10:25,100,1102,1,1,5,4,5,4,4,3,4,4,5,4,3,5,5,4,1,4,,,,11,10,Devastating hurricanes in recent years ,,,,7,7,5,5,4,1,4,5,1,4,5,4,4,5,4,1,4,5,5,5,4,5,4,2,4,4,4,4,1,5,6,8,2,,2,2,2,3,77489,2000,3,,4,proximal
0,3/29/23 8:55,100,333,1,1,5,4,4,4,5,3,4,5,5,4,3,5,4,4,4,4,,,,10,11,Just read it ,,,,5,5,4,5,3,3,3,4,4,4,2,3,3,4,4,3,4,2,4,5,3,4,3,4,3,3,2,4,2,,,5,2,,1,2,2,3,76548,2022,5,,4,proximal
2,3/14/23 10:32,100,1114,1,1,5,7,7,7,7,7,7,7,7,6,4,4,6,7,7,6,,,,11,9,"The paragraphs are about the effects of climate change as reported by the United Nations. The report sites different weather events that have occurred over time and claims that they are all a result of climate change. Hurricanes, floods, fires, cyclones.  The report fails to give specific facts and scientific evidence that could be used to substantiate their claims. So, in my estimation, this report as stated is an assumption not backed up by science.",,,,5,3,3,2,5,1,1,1,2,2,4,2,1,5,3,3,3,2,4,5,3,2,3,5,2,2,5,5,1,4,3,9,1,,1,2,5,3,77345,1989,3,,6,proximal
0,3/29/23 20:56,100,179,1,1,5,7,6,6,7,5,6,4,6,6,5,5,6,4,6,6,,,,11,11,Unsure of what really happened with this one ,,,,6,7,6,6,4,4,5,3,4,3,3,3,5,4,3,4,4,5,4,5,4,3,4,4,4,4,4,4,2,,,8,1,,2,2,4,3,75701,1989,4,,4,proximal
0,3/29/23 21:48,100,672,1,1,5,5,4,4,5,5,6,5,6,4,4,4,5,5,6,5,,,,11,11,I’m not really sure ,,,,6,6,5,5,4,3,2,4,3,3,4,4,3,4,3,2,2,3,4,5,3,2,3,3,4,4,3,4,2,,,5,1,,2,1,2,3,79601,1997,4,,2,proximal
2,3/27/23 16:15,100,1162,1,1,5,7,7,7,6,7,7,7,7,5,6,3,5,7,5,6,,,,12,12,"The climate changes is affecting everyone, the example of some new natural phenomena that occur in these days are undeniably more powerful and potentially more dangerous for humans and all the living creatures in the planet. We need to act and be better for the sake of our future. ",,,,7,7,7,7,5,3,2,4,2,2,3,4,5,5,5,1,1,5,5,5,1,1,1,3,4,4,5,5,2,,,6,1,,1,1,3,3,79924,2022,3,,4,proximal
2,3/14/23 9:56,100,1219,1,1,5,4,4,4,6,4,6,4,6,6,7,3,5,3,4,4,,,,11,10,Climate change is causing more severe weather across the US. There are more fires and flooding from extreme weather. ,,,,3,4,4,3,5,1,1,1,5,4,1,4,1,4,4,2,4,2,2,5,4,4,4,2,2,2,2,2,2,,,4,2,,"1,4",2,4,3,76542,2022,3,,4,proximal
0,4/2/23 16:58,100,170,1,1,5,7,6,5,6,6,2,6,7,3,4,5,1,5,7,5,10,10,It's a little cinfusing,,,,,,,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,6,2,,1,2,2,3,75979,1998,3,,4,control
2,3/18/23 14:20,100,1241,1,1,5,6,7,6,6,7,7,6,7,3,4,2,3,5,4,6,,,,12,12,The frequent cha gesture in weather are caused in part by climate change. ,,,,7,7,7,6,2,1,4,1,2,5,3,5,5,5,4,1,3,4,5,5,1,5,1,5,3,3,5,5,1,7,6,5,4,,6,1,5,3,75114,2021,5,,2,proximal
2,3/14/23 8:28,100,1272,1,1,5,3,3,4,7,6,7,7,7,6,6,5,5,4,6,5,,,,10,10,Claimant change can cause natural disasters ,,,,4,5,6,3,5,1,2,4,5,4,3,5,4,5,3,2,2,2,5,5,2,3,2,3,2,2,3,2,2,,,5,2,,1,2,5,3,76537,2022,5,,4,proximal
2,3/14/23 9:20,100,1305,1,1,5,3,4,2,7,6,7,7,7,4,1,4,4,1,3,2,,,,12,12,There was a horrible disaster that caused many horrific difficulties. We need to try to reach out and help these people. ,,,,5,6,6,6,4,2,1,1,4,5,4,4,3,4,3,1,1,5,5,5,2,1,1,2,2,2,1,1,2,,,7,2,,1,2,3,2,79549,1986,1,,5,proximal
1,4/1/23 17:19,100,679,1,1,5,7,6,7,7,7,7,7,7,7,7,7,5,6,6,6,,,,11,10,An article that mY have merits but nothing you back it up,,,,4,4,4,4,1,1,1,3,1,5,1,3,1,4,3,3,3,3,3,5,3,3,3,4,4,4,3,4,2,,,9,2,,1,2,4,3,76247,2010,1,,7,proximal
